organ,as_label,ct_label,gene_symbol,as,ct,gene
Large Intestine,ileocecal valve,endothelial cell of lymphatic vessel,CD274,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/17635
Kidney,kidney pyramid,vasa recta descending limb cell,TM4SF1,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001285,http://identifiers.org/hgnc/11853
Kidney,kidney pyramid,vasa recta descending limb cell,PALMD,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001285,http://identifiers.org/hgnc/15846
Kidney,kidney pyramid,vasa recta descending limb cell,ADAMTS6,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001285,http://identifiers.org/hgnc/222
Kidney,kidney pyramid,vasa recta descending limb cell,SERPINE2,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001285,http://identifiers.org/hgnc/8951
Lung,segmental bronchus,basal epithelial cell of tracheobronchial tree,KRT5,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002329,http://identifiers.org/hgnc/6442
Lung,segmental bronchus,basal epithelial cell of tracheobronchial tree,NGFR,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002329,http://identifiers.org/hgnc/7809
Lung,segmental bronchus,pulmonary ionocyte,FOXI1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0017000,http://identifiers.org/hgnc/3815
Lung,segmental bronchus,pulmonary ionocyte,ASCL3,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0017000,http://identifiers.org/hgnc/740
Lung,segmental bronchus,lung neuroendocrine cell,EPCAM,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_1000223,http://identifiers.org/hgnc/11529
Lung,segmental bronchus,lung neuroendocrine cell,CALCA,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_1000223,http://identifiers.org/hgnc/1437
Lung,segmental bronchus,lung neuroendocrine cell,CDH1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_1000223,http://identifiers.org/hgnc/1748
Lung,segmental bronchus,lung neuroendocrine cell,CHGA,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_1000223,http://identifiers.org/hgnc/1929
Lung,segmental bronchus,lung neuroendocrine cell,ELF3,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_1000223,http://identifiers.org/hgnc/3318
Lung,segmental bronchus,lung neuroendocrine cell,FXYD3,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_1000223,http://identifiers.org/hgnc/4027
Lung,segmental bronchus,lung neuroendocrine cell,GRP,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_1000223,http://identifiers.org/hgnc/4605
Lung,segmental bronchus,lung neuroendocrine cell,ASCL1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_1000223,http://identifiers.org/hgnc/738
Lung,segmental bronchus,tracheobronchial goblet cell,EPCAM,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019003,http://identifiers.org/hgnc/11529
Lung,segmental bronchus,brush cell of bronchus,EPCAM,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002208,http://identifiers.org/hgnc/11529
Lung,segmental bronchus,brush cell of bronchus,TRPM5,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002208,http://identifiers.org/hgnc/14323
Lung,segmental bronchus,tracheobronchial goblet cell,CDH1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019003,http://identifiers.org/hgnc/1748
Lung,segmental bronchus,brush cell of bronchus,CDH1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002208,http://identifiers.org/hgnc/1748
Lung,segmental bronchus,brush cell of bronchus,POU2F3,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002208,http://identifiers.org/hgnc/19864
Lung,segmental bronchus,brush cell of bronchus,TSPAN1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002208,http://identifiers.org/hgnc/20657
Lung,segmental bronchus,brush cell of bronchus,DCLK1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002208,http://identifiers.org/hgnc/2700
Lung,segmental bronchus,tracheobronchial goblet cell,AGR2,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019003,http://identifiers.org/hgnc/328
Lung,segmental bronchus,brush cell of bronchus,ELF3,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002208,http://identifiers.org/hgnc/3318
Lung,segmental bronchus,brush cell of bronchus,FXYD3,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002208,http://identifiers.org/hgnc/4027
Lung,segmental bronchus,brush cell of bronchus,ASCL2,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002208,http://identifiers.org/hgnc/739
Lung,segmental bronchus,ciliated cell of the bronchus,EPCAM,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002332,http://identifiers.org/hgnc/11529
Lung,segmental bronchus,ciliated cell of the bronchus,RSPH1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002332,http://identifiers.org/hgnc/12371
Lung,segmental bronchus,tracheobronchial smooth muscle cell,ACTA2,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019019,http://identifiers.org/hgnc/130
Lung,segmental bronchus,ciliated cell of the bronchus,DYNLRB2,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002332,http://identifiers.org/hgnc/15467
Lung,segmental bronchus,tracheobronchial smooth muscle cell,FAM83D,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019019,http://identifiers.org/hgnc/16122
Lung,segmental bronchus,ciliated cell of the bronchus,CDH1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002332,http://identifiers.org/hgnc/1748
Lung,segmental bronchus,tracheobronchial smooth muscle cell,LGR6,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019019,http://identifiers.org/hgnc/19719
Lung,segmental bronchus,ciliated cell of the bronchus,TSPAN1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002332,http://identifiers.org/hgnc/20657
Lung,segmental bronchus,tracheobronchial smooth muscle cell,CNN1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019019,http://identifiers.org/hgnc/2155
Lung,segmental bronchus,tracheobronchial smooth muscle cell,COL1A2,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019019,http://identifiers.org/hgnc/2198
Lung,segmental bronchus,tracheobronchial smooth muscle cell,DCN,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019019,http://identifiers.org/hgnc/2705
Lung,segmental bronchus,tracheobronchial smooth muscle cell,DES,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019019,http://identifiers.org/hgnc/2770
Lung,segmental bronchus,ciliated cell of the bronchus,ELF3,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002332,http://identifiers.org/hgnc/3318
Lung,segmental bronchus,ciliated cell of the bronchus,FOXJ1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002332,http://identifiers.org/hgnc/3816
Lung,segmental bronchus,ciliated cell of the bronchus,FXYD3,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002332,http://identifiers.org/hgnc/4027
Lung,segmental bronchus,tracheobronchial smooth muscle cell,MFAP4,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019019,http://identifiers.org/hgnc/7035
Lung,segmental bronchus,tracheobronchial smooth muscle cell,MYH11,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019019,http://identifiers.org/hgnc/7569
Lung,segmental bronchus,tracheobronchial smooth muscle cell,PLN,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019019,http://identifiers.org/hgnc/9080
Lung,segmental bronchus,ciliated cell of the bronchus,TUBB4B,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0002332,http://identifiers.org/hgnc/20771
Lung,segmental bronchus,deuterosomal cell,EPCAM,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_4033044,http://identifiers.org/hgnc/11529
Lung,segmental bronchus,deuterosomal cell,TYMS,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_4033044,http://identifiers.org/hgnc/12441
Lung,segmental bronchus,tracheobronchial goblet cell,SPDEF,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019003,http://identifiers.org/hgnc/17257
Lung,segmental bronchus,deuterosomal cell,CDH1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_4033044,http://identifiers.org/hgnc/1748
Lung,segmental bronchus,tracheobronchial goblet cell,TSPAN1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019003,http://identifiers.org/hgnc/20657
Lung,segmental bronchus,deuterosomal cell,TSPAN1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_4033044,http://identifiers.org/hgnc/20657
Lung,segmental bronchus,deuterosomal cell,CDC20B,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_4033044,http://identifiers.org/hgnc/24222
Lung,segmental bronchus,tracheobronchial goblet cell,ELF3,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019003,http://identifiers.org/hgnc/3318
Lung,segmental bronchus,deuterosomal cell,ELF3,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_4033044,http://identifiers.org/hgnc/3318
Lung,segmental bronchus,deuterosomal cell,FOXJ1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_4033044,http://identifiers.org/hgnc/3816
Lung,segmental bronchus,tracheobronchial goblet cell,FXYD3,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019003,http://identifiers.org/hgnc/4027
Lung,segmental bronchus,deuterosomal cell,FXYD3,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_4033044,http://identifiers.org/hgnc/4027
Lung,segmental bronchus,tracheobronchial goblet cell,MUC5AC,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019003,http://identifiers.org/hgnc/7515
Lung,segmental bronchus,tracheobronchial goblet cell,MUC5B,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019003,http://identifiers.org/hgnc/7516
Lung,segmental bronchus,tracheobronchial goblet cell,TFF2,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_0019003,http://identifiers.org/hgnc/11756
Lung,segmental bronchus,deuterosomal cell,FOXN4,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_4033044,http://identifiers.org/hgnc/21399
Lung,segmental bronchus,deuterosomal cell,DEUP1,http://purl.obolibrary.org/obo/UBERON_0002184,http://purl.obolibrary.org/obo/CL_4033044,http://identifiers.org/hgnc/26344
Small Intestine,duodenum,duodenal goblet cell,CLCA4,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_1000324,https://purl.org/ccf/ASCTB-TEMP_clca4
Small Intestine,duodenum,duodenal goblet cell,ITLN1,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_1000324,https://purl.org/ccf/ASCTB-TEMP_itln1
Small Intestine,duodenum,duodenal goblet cell,MUC2,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_1000324,https://purl.org/ccf/ASCTB-TEMP_muc2
Small Intestine,duodenum,duodenal goblet cell,SLC26A2,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_1000324,https://purl.org/ccf/ASCTB-TEMP_slc26a2
Small Intestine,duodenum,paneth cell of epithelium proper of small intestine,DEFA5,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_1000344,http://identifiers.org/hgnc/2764
Small Intestine,duodenum,paneth cell of epithelium proper of small intestine,LYZ,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_1000344,http://identifiers.org/hgnc/6740
Small Intestine,duodenum,macrophage,CD14,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000235,https://purl.org/ccf/ASCTB-TEMP_cd14
Small Intestine,duodenum,CD4+ T,CD2,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_cd4-t,https://purl.org/ccf/ASCTB-TEMP_cd2
Small Intestine,duodenum,fibroblast,COL6A2,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_col6a2
Small Intestine,duodenum,mast cell,HDC,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000097,https://purl.org/ccf/ASCTB-TEMP_hdc
Small Intestine,duodenum,B cell,MS4A1,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_ms4a1
Small Intestine,duodenum,CD4+ T,CD3D,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_cd4-t,https://purl.org/ccf/ASCTB-TEMP_cd3d
Small Intestine,duodenum,CD4+ T,CD4,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_cd4-t,https://purl.org/ccf/ASCTB-TEMP_cd4
Small Intestine,duodenum,fibroblast,COL6A1,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_col6a1
Small Intestine,duodenum,plasma cell,IGLL5,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000786,https://purl.org/ccf/ASCTB-TEMP_igll5
Small Intestine,duodenum,B cell,MKI67,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_mki67
Small Intestine,duodenum,B cell,PAX5,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_pax5
Small Intestine,duodenum,myofibroblast cell,ACTG2,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000186,https://purl.org/ccf/ASCTB-TEMP_actg2
Small Intestine,duodenum,CD8+ T,CD2,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_cd8-t,https://purl.org/ccf/ASCTB-TEMP_cd2
Small Intestine,duodenum,CD8+ T,CD3D,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_cd8-t,https://purl.org/ccf/ASCTB-TEMP_cd3d
Small Intestine,duodenum,CD8+ T,CD8A,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_cd8-t,https://purl.org/ccf/ASCTB-TEMP_cd8a
Small Intestine,duodenum,myofibroblast cell,CNN1,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000186,https://purl.org/ccf/ASCTB-TEMP_cnn1
Small Intestine,duodenum,CD8+ T,MGLL,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_cd8-t,https://purl.org/ccf/ASCTB-TEMP_mgll
Small Intestine,duodenum,CD8+ T,TAGLN,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_cd8-t,https://purl.org/ccf/ASCTB-TEMP_tagln
Small Intestine,duodenum,endocrine cell,CRYBA2,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000163,https://purl.org/ccf/ASCTB-TEMP_cryba2
Small Intestine,duodenum,tuft cell of small intestine,DCLK1,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0009080,https://purl.org/ccf/ASCTB-TEMP_dclk1
Small Intestine,duodenum,tuft cell of small intestine,IRF7,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0009080,https://purl.org/ccf/ASCTB-TEMP_irf7
Small Intestine,duodenum,stem cell,LGR5,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000034,https://purl.org/ccf/ASCTB-TEMP_lgr5
Small Intestine,duodenum,tuft cell of small intestine,SELENBP1,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0009080,https://purl.org/ccf/ASCTB-TEMP_selenbp1
Small Intestine,duodenum,stem cell,ASCL2,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000034,https://purl.org/ccf/ASCTB-TEMP_ascl2
Small Intestine,duodenum,enterocyte,BEST4,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000584,https://purl.org/ccf/ASCTB-TEMP_best4
Small Intestine,duodenum,BCHE (butyrylcholinesterase) cell,BEST4,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_bche-butyrylcholinesterase-cell,https://purl.org/ccf/ASCTB-TEMP_best4
Small Intestine,duodenum,absorptive cell,CA2,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000212,https://purl.org/ccf/ASCTB-TEMP_ca2
Small Intestine,duodenum,enterocyte,CA7,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000584,https://purl.org/ccf/ASCTB-TEMP_ca7
Small Intestine,duodenum,BCHE (butyrylcholinesterase) cell,CFTR,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_bche-butyrylcholinesterase-cell,https://purl.org/ccf/ASCTB-TEMP_cftr
Small Intestine,duodenum,myofibroblast cell,DES,http://purl.obolibrary.org/obo/UBERON_0002114,http://purl.obolibrary.org/obo/CL_0000186,https://purl.org/ccf/ASCTB-TEMP_des
Small Intestine,duodenum,BCHE (butyrylcholinesterase) cell,guanylin,http://purl.obolibrary.org/obo/UBERON_0002114,https://purl.org/ccf/ASCTB-TEMP_bche-butyrylcholinesterase-cell,https://purl.org/ccf/ASCTB-TEMP_guanylin
